label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127
Friend,0.000000,0.000000,0.000000,0.340019,0.255057,-0.003514,0.639746,0.380765,-0.072301,0.833740,0.498759,-0.167607,0.931878,0.458407,-0.266000,0.844849,-0.482239,-0.079344,1.091362,-0.474275,-0.189697,1.260411,-0.479385,-0.264934,1.399438,-0.504653,-0.320844,0.717102,-0.676952,-0.165830,0.934137,-0.000283,-0.334918,0.769180,0.301338,-0.380610,0.628010,0.313425,-0.381854,0.539399,-0.700472,-0.252944,0.702664,0.018905,-0.410204,0.556571,0.207953,-0.384929,0.449294,0.151873,-0.334113,0.351441,-0.615382,-0.342390,0.517755,-0.122929,-0.436206,0.478259,0.091428,-0.397910,0.426153,0.127061,-0.347101,1.000000,0.000000,0.000000,0.000000,-0.367041,-0.317041,0.028124,-0.784291,-0.225766,-0.002489,-1.072254,0.124065,-0.050030,-1.189083,0.478317,-0.105093,-1.072560,-0.311525,-0.090816,-1.479160,-0.139140,-0.208585,-1.689350,0.177975,-0.263100,-1.809313,0.484258,-0.294008,-0.974022,-0.160763,-0.159490,-1.114824,0.763063,-0.287734,-0.943876,0.765908,-0.277253,-0.859022,0.531875,-0.259805,-0.815615,0.129105,-0.227944,-0.902091,0.978851,-0.339385,-0.740099,0.875057,-0.283106,-0.684265,0.613193,-0.233899,-0.643996,0.453824,-0.294085,-0.768263,1.113606,-0.375543,-0.649989,1.050030,-0.336704,-0.588714,0.853139,-0.290402,1.000000
Friend,0.000000,0.000000,0.000000,0.328124,0.243964,-0.004818,0.622726,0.359169,-0.073811,0.811312,0.470144,-0.168404,0.908861,0.442584,-0.266290,0.834344,-0.496849,-0.080575,1.081692,-0.487146,-0.190668,1.250142,-0.492492,-0.266637,1.388765,-0.513480,-0.323256,0.705619,-0.688724,-0.166618,0.922494,-0.022796,-0.336132,0.761726,0.279780,-0.383534,0.624843,0.300964,-0.385957,0.527728,-0.710746,-0.253192,0.694090,-0.012832,-0.409845,0.557280,0.187130,-0.386703,0.454271,0.147317,-0.338019,0.339277,-0.625524,-0.342139,0.501970,-0.147211,-0.436587,0.467672,0.084110,-0.399597,0.421570,0.143629,-0.349768,1.000000,0.000000,0.000000,0.000000,-0.383507,-0.293829,0.029831,-0.816513,-0.178835,-0.005421,-1.116486,0.202362,-0.057543,-1.242137,0.556994,-0.116735,-1.080413,-0.313725,-0.094338,-1.495081,-0.157989,-0.211280,-1.709955,0.167283,-0.258565,-1.828352,0.481902,-0.284073,-0.974659,-0.151358,-0.164714,-1.125939,0.781444,-0.298442,-0.947467,0.781986,-0.281607,-0.860204,0.542348,-0.257075,-0.814216,0.144493,-0.234089,-0.910146,1.005390,-0.350716,-0.744395,0.902092,-0.286960,-0.690678,0.641382,-0.230185,-0.645857,0.474804,-0.300407,-0.769047,1.146724,-0.381423,-0.638412,1.069888,-0.337414,-0.574807,0.862382,-0.286598,1.000000
Friend,0.000000,0.000000,0.000000,0.332858,0.257108,0.000438,0.631202,0.384620,-0.068212,0.823829,0.505493,-0.163127,0.946382,0.426858,-0.261774,0.837926,-0.485271,-0.080746,1.083117,-0.472190,-0.189184,1.257306,-0.485825,-0.263836,1.395712,-0.523232,-0.319148,0.715252,-0.677932,-0.169772,0.942793,-0.005763,-0.325174,0.787834,0.303803,-0.367236,0.657911,0.306496,-0.371416,0.540909,-0.700947,-0.258806,0.728385,0.015443,-0.410428,0.589333,0.230789,-0.381802,0.484413,0.177028,-0.332965,0.353107,-0.612072,-0.349599,0.540140,-0.143880,-0.445441,0.497358,0.094815,-0.402769,0.433523,0.152243,-0.349571,1.000000,0.000000,0.000000,0.000000,-0.377275,-0.317718,0.029142,-0.811288,-0.246721,-0.001829,-1.122852,0.098488,-0.048030,-1.272128,0.438222,-0.100471,-1.075478,-0.352370,-0.095833,-1.487005,-0.177648,-0.222353,-1.701565,0.138721,-0.275636,-1.815770,0.442268,-0.302322,-0.966195,-0.197580,-0.165619,-1.166864,0.763103,-0.303058,-0.996387,0.797198,-0.284069,-0.906981,0.577540,-0.256189,-0.806635,0.084000,-0.236098,-0.938092,0.984635,-0.359132,-0.771023,0.891276,-0.294090,-0.713955,0.622806,-0.233490,-0.636960,0.399829,-0.303552,-0.779607,1.104729,-0.391345,-0.646033,1.021208,-0.348853,-0.578488,0.796120,-0.297378,1.000000
Friend,0.000000,0.000000,0.000000,0.335098,0.262280,-0.001032,0.629605,0.377175,-0.067184,0.817799,0.504675,-0.159051,0.952782,0.523092,-0.253250,0.861641,-0.473863,-0.078086,1.112275,-0.481823,-0.184382,1.292104,-0.499403,-0.258170,1.436939,-0.533182,-0.312921,0.735693,-0.656995,-0.164663,0.951713,0.026157,-0.331094,0.797167,0.348325,-0.376700,0.656827,0.388094,-0.378398,0.554082,-0.674591,-0.250856,0.739132,0.034725,-0.410066,0.604321,0.266173,-0.381601,0.491925,0.254047,-0.327471,0.354480,-0.590430,-0.338132,0.532209,-0.101122,-0.436236,0.504715,0.158937,-0.393957,0.458232,0.243310,-0.338355,1.000000,0.000000,0.000000,0.000000,-0.375091,-0.323497,0.039423,-0.806223,-0.253554,0.012552,-1.118865,0.082421,-0.031355,-1.280220,0.427075,-0.081063,-1.058172,-0.398301,-0.090742,-1.470614,-0.243937,-0.217536,-1.677976,0.071942,-0.270803,-1.778085,0.371121,-0.294453,-0.959038,-0.233773,-0.159991,-1.165146,0.727963,-0.293291,-1.010883,0.818289,-0.275675,-0.920132,0.639529,-0.249537,-0.813880,0.054422,-0.228339,-0.932410,0.938841,-0.344320,-0.771676,0.881121,-0.281440,-0.711483,0.634205,-0.223665,-0.659582,0.372847,-0.292422,-0.781413,1.052260,-0.372641,-0.644836,0.998098,-0.330523,-0.582462,0.786977,-0.279970,1.000000
Friend,0.000000,0.000000,0.000000,0.326914,0.229755,0.002070,0.616563,0.330444,-0.064357,0.807943,0.443952,-0.157134,0.933805,0.435720,-0.253217,0.844438,-0.497095,-0.069602,1.083395,-0.489982,-0.173517,1.257055,-0.496779,-0.248198,1.396773,-0.514516,-0.304077,0.716899,-0.678995,-0.158180,0.937867,-0.020929,-0.318665,0.787787,0.292865,-0.367238,0.647584,0.328191,-0.372266,0.536135,-0.694410,-0.246487,0.717670,-0.006879,-0.399762,0.593083,0.217984,-0.377874,0.488167,0.199791,-0.330051,0.340666,-0.605950,-0.335613,0.523838,-0.140321,-0.429114,0.504324,0.108899,-0.390216,0.461567,0.183641,-0.338651,1.000000,0.000000,0.000000,0.000000,-0.368744,-0.320108,0.038278,-0.798296,-0.255384,0.013792,-1.111424,0.063781,-0.027395,-1.272682,0.368209,-0.074099,-1.064698,-0.373252,-0.078927,-1.455835,-0.203785,-0.197079,-1.665858,0.077462,-0.248170,-1.774738,0.349737,-0.274182,-0.963661,-0.219453,-0.152305,-1.155561,0.730238,-0.272909,-0.986057,0.769731,-0.249415,-0.894663,0.560399,-0.221981,-0.805176,0.057018,-0.226613,-0.928399,0.929656,-0.336635,-0.764160,0.849996,-0.270963,-0.709241,0.590327,-0.214255,-0.631632,0.360237,-0.297779,-0.769649,1.039639,-0.378158,-0.637978,0.972949,-0.336047,-0.572353,0.760728,-0.287575,1.000000
Friend,0.000000,0.000000,0.000000,0.333411,0.256759,0.005861,0.626325,0.389091,-0.063717,0.821798,0.492691,-0.162995,0.899220,0.384196,-0.267551,0.839820,-0.480021,-0.070990,1.088818,-0.472927,-0.180456,1.265968,-0.482621,-0.256995,1.406360,-0.508844,-0.313511,0.711265,-0.682765,-0.167137,0.919896,-0.007937,-0.333418,0.753030,0.289694,-0.383562,0.617884,0.288245,-0.388905,0.530298,-0.708230,-0.262770,0.699337,0.021356,-0.424557,0.553854,0.241341,-0.402206,0.447594,0.197751,-0.352917,0.334383,-0.613055,-0.359293,0.516112,-0.139749,-0.460692,0.479990,0.126041,-0.420056,0.425392,0.218060,-0.365518,1.000000,0.000000,0.000000,0.000000,-0.368254,-0.320539,0.032073,-0.774150,-0.249793,-0.001168,-1.051728,0.089405,-0.053376,-1.167572,0.434284,-0.111541,-1.067804,-0.371755,-0.080942,-1.473601,-0.202873,-0.204970,-1.680546,0.103933,-0.262001,-1.789107,0.396827,-0.291939,-0.964403,-0.214261,-0.154978,-1.132226,0.724946,-0.278541,-0.957511,0.740846,-0.262494,-0.871946,0.504529,-0.242447,-0.805297,0.074973,-0.230840,-0.910490,0.937882,-0.335914,-0.743875,0.846389,-0.272508,-0.692211,0.578043,-0.221209,-0.633360,0.398994,-0.305679,-0.752401,1.062851,-0.380521,-0.622222,0.979649,-0.337155,-0.557417,0.759337,-0.290134,1.000000
Friend,0.000000,0.000000,0.000000,0.317804,0.228475,0.002287,0.605503,0.345805,-0.070152,0.794314,0.466886,-0.169284,0.914082,0.460591,-0.272791,0.822550,-0.491733,-0.091902,1.081772,-0.484113,-0.201412,1.256548,-0.497911,-0.276833,1.398175,-0.525113,-0.334166,0.698456,-0.691689,-0.183646,0.919796,-0.029480,-0.342512,0.782124,0.298079,-0.387113,0.657499,0.350147,-0.395322,0.519857,-0.718330,-0.274396,0.706506,-0.012988,-0.426558,0.581884,0.222890,-0.400636,0.480735,0.212738,-0.355735,0.326638,-0.626191,-0.366533,0.518111,-0.174203,-0.463652,0.496295,0.091769,-0.424286,0.447969,0.195908,-0.374798,1.000000,0.000000,0.000000,0.000000,-0.371517,-0.298732,0.045761,-0.787058,-0.205117,0.015783,-1.072070,0.159574,-0.033761,-1.190838,0.493767,-0.089024,-1.066834,-0.350103,-0.080836,-1.485857,-0.169678,-0.208583,-1.686514,0.147114,-0.266893,-1.785746,0.445325,-0.297505,-0.967225,-0.197162,-0.160007,-1.145746,0.744258,-0.284065,-0.966158,0.766650,-0.267411,-0.873231,0.538024,-0.247716,-0.808753,0.084408,-0.238696,-0.917634,0.951860,-0.341229,-0.747544,0.861762,-0.273458,-0.694662,0.596832,-0.220823,-0.635793,0.405917,-0.314588,-0.749898,1.073618,-0.388154,-0.612641,0.991224,-0.342280,-0.549879,0.767737,-0.294153,1.000000
Friend,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.392260,-0.333302,-0.003474,-0.865596,-0.241625,-0.074658,-1.175983,0.165522,-0.147509,-1.340627,0.655264,-0.233455,-1.078296,-0.400394,-0.246612,-1.618469,-0.223602,-0.424984,-1.840180,0.255385,-0.511657,-1.910968,0.676415,-0.545655,-0.947191,-0.082410,-0.309899,-1.371472,0.788606,-0.447945,-1.279158,0.982793,-0.435108,-1.148212,0.899022,-0.418433,-0.769028,0.319816,-0.366898,-1.099713,1.176769,-0.472159,-0.987527,1.180178,-0.386561,-0.876365,0.989660,-0.320781,-0.589045,0.706195,-0.420057,-0.873204,1.331598,-0.486836,-0.767870,1.284616,-0.401473,-0.653704,1.099443,-0.322305,1.000000
Frame,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.187772,-0.063117,-0.106464,-0.386698,-0.286550,-0.174962,-0.581148,-0.397883,-0.244009,-0.741773,-0.368555,-0.313576,-0.371661,-0.917105,-0.071957,-0.433889,-1.324798,-0.135545,-0.454752,-1.600400,-0.188945,-0.461611,-1.807503,-0.230063,-0.228153,-0.970246,-0.081051,-0.245426,-1.459191,-0.181513,-0.235413,-1.416340,-0.238380,-0.230362,-1.214537,-0.250333,-0.077849,-0.937554,-0.101750,-0.083108,-1.349301,-0.198336,-0.081906,-1.225672,-0.223845,-0.086199,-1.005800,-0.211389,0.070695,-0.847321,-0.132121,0.068160,-1.182368,-0.197149,0.064387,-1.120454,-0.201155,0.056901,-0.953111,-0.186806,1.000000
Frame,0.000000,0.000000,0.000000,0.230180,-0.073894,-0.084344,0.440309,-0.241537,-0.125068,0.616359,-0.338346,-0.170346,0.763676,-0.283704,-0.216565,0.399533,-0.890459,0.003857,0.451322,-1.262797,-0.045974,0.457853,-1.504795,-0.103240,0.460521,-1.698168,-0.148133,0.267814,-0.963465,-0.003404,0.321380,-1.394710,-0.097571,0.300603,-1.256337,-0.160433,0.283550,-1.055796,-0.179720,0.131124,-0.968723,-0.022677,0.172630,-1.368924,-0.110385,0.171652,-1.234342,-0.131447,0.164535,-1.037364,-0.120301,-0.015521,-0.925018,-0.052074,0.028273,-1.242443,-0.112724,0.046821,-1.164780,-0.113442,0.051536,-1.019075,-0.097473,1.000000,0.000000,0.000000,0.000000,-0.183378,-0.129820,-0.080930,-0.354498,-0.379316,-0.125396,-0.519124,-0.537497,-0.171270,-0.657243,-0.516928,-0.216506,-0.340550,-0.932625,-0.025924,-0.389849,-1.309407,-0.071561,-0.408115,-1.548695,-0.118609,-0.417878,-1.740659,-0.158377,-0.213854,-0.976196,-0.036153,-0.222827,-1.423633,-0.124571,-0.220975,-1.367079,-0.178044,-0.214798,-1.187665,-0.195377,-0.079340,-0.942656,-0.057082,-0.077811,-1.328796,-0.139478,-0.099299,-1.261798,-0.168577,-0.104941,-1.084892,-0.168354,0.061236,-0.850819,-0.085543,0.055270,-1.170876,-0.139215,0.028287,-1.152756,-0.148972,0.012798,-1.023833,-0.146003,1.000000
Frame,0.000000,0.000000,0.000000,0.211891,-0.041296,-0.098347,0.430143,-0.233907,-0.143396,0.619915,-0.326316,-0.190835,0.762660,-0.260019,-0.238406,0.387781,-0.883576,-0.020832,0.437468,-1.263180,-0.075694,0.450482,-1.530685,-0.133500,0.454484,-1.733938,-0.177764,0.253348,-0.967091,-0.023443,0.316033,-1.418593,-0.127425,0.296841,-1.332424,-0.199629,0.266529,-1.135367,-0.220989,0.114221,-0.980486,-0.037432,0.151194,-1.379952,-0.126424,0.143169,-1.291202,-0.159198,0.124473,-1.103264,-0.153411,-0.030092,-0.938852,-0.062688,0.012097,-1.254328,-0.117008,0.034051,-1.265057,-0.126107,0.038558,-1.183194,-0.117097,1.000000,0.000000,0.000000,0.000000,-0.172358,-0.133444,-0.086083,-0.342538,-0.386358,-0.137723,-0.507766,-0.539273,-0.190674,-0.653492,-0.502026,-0.244433,-0.338340,-0.926738,-0.039468,-0.391785,-1.298861,-0.097079,-0.411973,-1.545517,-0.153991,-0.424098,-1.739562,-0.199532,-0.212467,-0.975751,-0.052611,-0.225444,-1.435138,-0.155531,-0.213696,-1.382066,-0.220778,-0.201187,-1.194217,-0.243203,-0.078561,-0.946626,-0.075941,-0.080486,-1.341705,-0.172486,-0.093750,-1.270248,-0.211283,-0.096552,-1.075492,-0.213469,0.057038,-0.857452,-0.106409,0.044953,-1.183774,-0.170169,0.021589,-1.170909,-0.184789,0.005353,-1.031058,-0.182767,1.000000
Frame,0.000000,0.000000,0.000000,0.229951,-0.054533,-0.096924,0.446505,-0.218519,-0.140372,0.638220,-0.294697,-0.187863,0.782626,-0.238584,-0.237647,0.403093,-0.876333,-0.011399,0.457907,-1.258138,-0.067796,0.472118,-1.518445,-0.131655,0.482559,-1.730221,-0.183513,0.275588,-0.961071,-0.019865,0.346483,-1.444099,-0.138735,0.322173,-1.321357,-0.230694,0.288482,-1.093495,-0.264968,0.138256,-0.978626,-0.039717,0.187127,-1.401127,-0.140269,0.180040,-1.307989,-0.194518,0.157931,-1.105716,-0.203181,-0.009279,-0.944703,-0.069978,0.046094,-1.275979,-0.134233,0.070601,-1.303613,-0.160197,0.071787,-1.235646,-0.165759,1.000000,0.000000,0.000000,0.000000,-0.172045,-0.102754,-0.092679,-0.355782,-0.367270,-0.143036,-0.527534,-0.514926,-0.193966,-0.672321,-0.478101,-0.246556,-0.342364,-0.921647,-0.046218,-0.401262,-1.299158,-0.105171,-0.427108,-1.554960,-0.166697,-0.442671,-1.752127,-0.217914,-0.216373,-0.974503,-0.059391,-0.241847,-1.426973,-0.165810,-0.237180,-1.385251,-0.244672,-0.230833,-1.203099,-0.279531,-0.082665,-0.950885,-0.082540,-0.088528,-1.359629,-0.180744,-0.101201,-1.309988,-0.234807,-0.106090,-1.111883,-0.250874,0.053628,-0.862655,-0.113406,0.048885,-1.193147,-0.182093,0.032571,-1.187113,-0.209026,0.020248,-1.037126,-0.218466,1.000000
Frame,0.000000,0.000000,0.000000,0.232394,-0.056592,-0.091516,0.448046,-0.219040,-0.132455,0.637190,-0.299975,-0.177029,0.783479,-0.238813,-0.223228,0.405856,-0.874697,-0.004648,0.462635,-1.252859,-0.057304,0.480223,-1.510055,-0.118070,0.492215,-1.723855,-0.168642,0.278283,-0.960401,-0.013723,0.350100,-1.443741,-0.126446,0.324967,-1.318560,-0.208271,0.287913,-1.093940,-0.235852,0.141924,-0.975537,-0.034153,0.196578,-1.392029,-0.128379,0.190118,-1.300785,-0.170768,0.163928,-1.115957,-0.172550,-0.004541,-0.937379,-0.065071,0.049630,-1.249776,-0.126913,0.070641,-1.253117,-0.145377,0.065714,-1.177932,-0.144803,1.000000,0.000000,0.000000,0.000000,-0.177718,-0.116268,-0.091949,-0.364441,-0.363450,-0.144943,-0.540794,-0.499088,-0.199109,-0.694881,-0.485753,-0.253869,-0.348335,-0.916626,-0.040338,-0.410306,-1.293792,-0.104097,-0.436874,-1.549754,-0.164816,-0.455103,-1.755472,-0.212963,-0.222193,-0.973512,-0.053905,-0.252743,-1.438836,-0.167596,-0.241614,-1.377339,-0.241189,-0.231759,-1.181661,-0.266372,-0.085539,-0.956424,-0.078527,-0.100950,-1.371858,-0.186030,-0.102942,-1.296695,-0.227853,-0.102530,-1.092935,-0.228416,0.054152,-0.875263,-0.110585,0.041889,-1.202672,-0.184293,0.033785,-1.192626,-0.202106,0.028194,-1.051550,-0.199671,1.000000
Frame,0.000000,0.000000,0.000000,0.223548,-0.064770,-0.094610,0.439849,-0.220161,-0.139265,0.628555,-0.285771,-0.187500,0.774259,-0.236062,-0.237377,0.408618,-0.877068,-0.013251,0.467945,-1.258447,-0.071494,0.482011,-1.516387,-0.134685,0.494247,-1.726884,-0.185192,0.277565,-0.960488,-0.020533,0.347656,-1.407503,-0.137557,0.315509,-1.299797,-0.224672,0.273390,-1.102439,-0.256690,0.138550,-0.973351,-0.039289,0.184617,-1.358332,-0.137527,0.170654,-1.270746,-0.185500,0.141834,-1.096228,-0.191474,-0.006359,-0.931500,-0.068528,0.036409,-1.208602,-0.130594,0.056284,-1.212610,-0.152667,0.059246,-1.148644,-0.155129,1.000000,0.000000,0.000000,0.000000,-0.182000,-0.104680,-0.089383,-0.373051,-0.358567,-0.137789,-0.548720,-0.496305,-0.187734,-0.694835,-0.473107,-0.238249,-0.358191,-0.914900,-0.033731,-0.420393,-1.286986,-0.092921,-0.448928,-1.539062,-0.150186,-0.468649,-1.738547,-0.196421,-0.233007,-0.971252,-0.048764,-0.264960,-1.438656,-0.161047,-0.260411,-1.365623,-0.231514,-0.253199,-1.159088,-0.253498,-0.097829,-0.954497,-0.075076,-0.115940,-1.369938,-0.177830,-0.124176,-1.294377,-0.219307,-0.122940,-1.093820,-0.220493,0.041452,-0.876054,-0.109180,0.019233,-1.205775,-0.176669,0.004910,-1.188640,-0.194011,0.000710,-1.044665,-0.193026,1.000000
Frame,0.000000,0.000000,0.000000,0.233036,-0.055286,-0.093266,0.452141,-0.210644,-0.136579,0.641879,-0.288352,-0.184183,0.785172,-0.233746,-0.233592,0.411505,-0.876657,-0.012959,0.475456,-1.257752,-0.068862,0.493715,-1.516986,-0.130115,0.510263,-1.732208,-0.180333,0.285497,-0.958123,-0.022173,0.359356,-1.420088,-0.136364,0.334307,-1.319904,-0.220290,0.297723,-1.119173,-0.251266,0.149308,-0.971415,-0.042740,0.204316,-1.377078,-0.142016,0.195865,-1.285460,-0.187736,0.170089,-1.098345,-0.191826,0.001623,-0.935834,-0.073743,0.051892,-1.241283,-0.140812,0.073129,-1.234472,-0.162684,0.072922,-1.143737,-0.163896,1.000000,0.000000,0.000000,0.000000,-0.185567,-0.117964,-0.086551,-0.373787,-0.368674,-0.133264,-0.546832,-0.503667,-0.182893,-0.694993,-0.478578,-0.234124,-0.354840,-0.920773,-0.027610,-0.417695,-1.297056,-0.086245,-0.444262,-1.549345,-0.147058,-0.462769,-1.751480,-0.197150,-0.227108,-0.972885,-0.043769,-0.257651,-1.424637,-0.153818,-0.252593,-1.371639,-0.231721,-0.247751,-1.187472,-0.263753,-0.092251,-0.955355,-0.071199,-0.103850,-1.369907,-0.172922,-0.115660,-1.309364,-0.221245,-0.119531,-1.110122,-0.230731,0.045751,-0.876589,-0.106378,0.032514,-1.211735,-0.175928,0.017302,-1.200463,-0.198559,0.009395,-1.051586,-0.203573,1.000000
Frame,0.000000,0.000000,0.000000,0.232359,-0.050739,-0.095634,0.456522,-0.214018,-0.139194,0.650958,-0.299113,-0.186873,0.797329,-0.246333,-0.236454,0.423903,-0.870256,-0.014269,0.486424,-1.254171,-0.070918,0.505717,-1.518520,-0.133749,0.521806,-1.736445,-0.185838,0.299214,-0.953908,-0.023016,0.375361,-1.421911,-0.139570,0.353229,-1.323402,-0.226840,0.315694,-1.114348,-0.260613,0.163658,-0.969586,-0.043542,0.220200,-1.383363,-0.144013,0.214471,-1.303814,-0.195640,0.188069,-1.111899,-0.204845,0.014352,-0.937433,-0.074671,0.062515,-1.242840,-0.144276,0.086382,-1.248984,-0.172899,0.088796,-1.161738,-0.180038,1.000000,0.000000,0.000000,0.000000,-0.180536,-0.104146,-0.089371,-0.371883,-0.362649,-0.139869,-0.547549,-0.502399,-0.192496,-0.695984,-0.470889,-0.246580,-0.353805,-0.918977,-0.038941,-0.416679,-1.297577,-0.101015,-0.440511,-1.557212,-0.161092,-0.454534,-1.760199,-0.208886,-0.226085,-0.972478,-0.056324,-0.252090,-1.445995,-0.171284,-0.247905,-1.372941,-0.242181,-0.240206,-1.158471,-0.264230,-0.089342,-0.952128,-0.084873,-0.103471,-1.368695,-0.188363,-0.116718,-1.296223,-0.228708,-0.117785,-1.090773,-0.229168,0.049642,-0.869851,-0.121548,0.030009,-1.214719,-0.188060,0.011090,-1.198776,-0.202792,0.002460,-1.043657,-0.200167,1.000000
Frame,0.000000,0.000000,0.000000,0.233309,-0.048006,-0.081223,0.458652,-0.215673,-0.114939,0.651266,-0.287078,-0.155180,0.788695,-0.226361,-0.197706,0.426935,-0.868103,0.003842,0.486912,-1.247292,-0.046028,0.505279,-1.506278,-0.102856,0.519003,-1.720952,-0.149828,0.303606,-0.952758,-0.008743,0.375564,-1.421228,-0.119594,0.354655,-1.302613,-0.199647,0.317135,-1.087857,-0.225921,0.169648,-0.971631,-0.031756,0.226227,-1.387990,-0.130399,0.217681,-1.266959,-0.170819,0.190048,-1.063294,-0.168790,0.024609,-0.945605,-0.064057,0.070431,-1.268565,-0.131238,0.090499,-1.235483,-0.147997,0.089651,-1.119777,-0.143571,1.000000,0.000000,0.000000,0.000000,-0.181566,-0.123128,-0.086604,-0.374707,-0.374837,-0.133879,-0.554444,-0.507723,-0.185287,-0.702009,-0.465350,-0.238905,-0.351558,-0.917534,-0.023403,-0.416506,-1.294869,-0.078170,-0.440572,-1.551030,-0.138032,-0.458293,-1.757810,-0.188877,-0.226106,-0.973261,-0.040486,-0.252488,-1.421382,-0.144028,-0.242813,-1.389279,-0.223229,-0.234813,-1.219589,-0.259478,-0.094234,-0.955915,-0.068956,-0.105086,-1.359593,-0.167359,-0.111037,-1.307184,-0.220242,-0.110946,-1.106048,-0.234633,0.038895,-0.879583,-0.105272,0.021152,-1.208925,-0.172572,0.012530,-1.208657,-0.197126,0.011626,-1.062299,-0.205024,1.000000
Frame,0.000000,0.000000,0.000000,0.229907,-0.042950,-0.091190,0.451987,-0.206040,-0.132679,0.642850,-0.280913,-0.177940,0.785230,-0.219514,-0.224580,0.424473,-0.868058,-0.018269,0.490779,-1.252818,-0.074736,0.509351,-1.512667,-0.133142,0.525117,-1.729833,-0.181136,0.299161,-0.953779,-0.028431,0.382100,-1.426123,-0.145708,0.348085,-1.306636,-0.223420,0.301891,-1.087671,-0.247147,0.163560,-0.969970,-0.049406,0.222671,-1.382769,-0.148959,0.207622,-1.277641,-0.186379,0.176973,-1.077502,-0.183139,0.015275,-0.937708,-0.080864,0.063961,-1.242603,-0.147391,0.083876,-1.237101,-0.165584,0.083531,-1.146896,-0.163290,1.000000,0.000000,0.000000,0.000000,-0.183108,-0.118547,-0.089300,-0.378346,-0.361393,-0.140546,-0.561432,-0.490472,-0.194427,-0.711546,-0.451918,-0.249969,-0.364751,-0.912351,-0.032778,-0.432094,-1.299383,-0.089509,-0.455047,-1.561922,-0.151069,-0.472161,-1.770524,-0.202638,-0.236592,-0.970425,-0.047946,-0.263221,-1.420220,-0.150792,-0.252316,-1.396264,-0.229159,-0.245991,-1.227958,-0.265663,-0.100620,-0.956966,-0.074059,-0.117571,-1.373034,-0.172156,-0.121874,-1.322877,-0.221959,-0.123198,-1.122081,-0.235057,0.035572,-0.882160,-0.107995,0.016385,-1.212639,-0.177481,0.009511,-1.206685,-0.199790,0.008471,-1.057331,-0.205141,1.000000
