label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62
Peace,0.000000,0.000000,0.000000,-0.186904,-0.183185,-0.054394,-0.292079,-0.595695,-0.078135,-0.238746,-0.977605,-0.115564,-0.137505,-1.225931,-0.148148,-0.301840,-0.911812,-0.009568,-0.439814,-1.316692,-0.058085,-0.515106,-1.554673,-0.081574,-0.564619,-1.768558,-0.095507,-0.168649,-0.985165,-0.031723,-0.169417,-1.515236,-0.097828,-0.176842,-1.823953,-0.137026,-0.159862,-2.072864,-0.151644,-0.044829,-0.952212,-0.064442,-0.079423,-1.245326,-0.165238,-0.129333,-0.947354,-0.162586,-0.128217,-0.716425,-0.123893,0.074245,-0.876236,-0.102345,0.030626,-1.147769,-0.165222,-0.006153,-0.953368,-0.137514,0.000326,-0.760754,-0.096852
Peace,0.000000,0.000000,0.000000,-0.185739,-0.177380,-0.049344,-0.288566,-0.585063,-0.070220,-0.235143,-0.958791,-0.105280,-0.139008,-1.201318,-0.135719,-0.299434,-0.916721,-0.005567,-0.428979,-1.314291,-0.049091,-0.499715,-1.549401,-0.069951,-0.545460,-1.757242,-0.082457,-0.168078,-0.985328,-0.029640,-0.164067,-1.501392,-0.090484,-0.168723,-1.810210,-0.127976,-0.152014,-2.054117,-0.142555,-0.046763,-0.946943,-0.063762,-0.076807,-1.230231,-0.159998,-0.126762,-0.940811,-0.160583,-0.130024,-0.712296,-0.125899,0.067592,-0.862254,-0.102610,0.029018,-1.130177,-0.164434,-0.008959,-0.942121,-0.140380,-0.008009,-0.747813,-0.103337
Peace,0.000000,0.000000,0.000000,-0.179763,-0.189312,-0.054326,-0.277951,-0.594766,-0.079796,-0.223102,-0.959077,-0.118917,-0.112830,-1.193250,-0.153277,-0.276511,-0.931067,-0.011357,-0.400314,-1.332740,-0.057275,-0.467065,-1.568567,-0.079105,-0.508739,-1.780001,-0.091917,-0.146431,-0.988652,-0.033560,-0.129724,-1.507007,-0.095163,-0.129013,-1.813620,-0.130797,-0.108753,-2.061214,-0.143830,-0.026585,-0.940750,-0.066308,-0.053151,-1.227218,-0.166191,-0.107043,-0.929787,-0.165207,-0.111452,-0.698251,-0.127749,0.085875,-0.847006,-0.103863,0.050288,-1.113471,-0.168014,0.006679,-0.921096,-0.142724,0.002793,-0.723249,-0.103949
Peace,0.000000,0.000000,0.000000,-0.176405,-0.195445,-0.054254,-0.263639,-0.602022,-0.080337,-0.209749,-0.959795,-0.120117,-0.111404,-1.200491,-0.154210,-0.261922,-0.940462,-0.010038,-0.373241,-1.344118,-0.054384,-0.432456,-1.578683,-0.075288,-0.469494,-1.788703,-0.088191,-0.132465,-0.990620,-0.033534,-0.107747,-1.506495,-0.095667,-0.098953,-1.810503,-0.132979,-0.072783,-2.053851,-0.147972,-0.014870,-0.931153,-0.067254,-0.037068,-1.222552,-0.166767,-0.093407,-0.920592,-0.163187,-0.103538,-0.686323,-0.125162,0.094759,-0.828323,-0.105935,0.064945,-1.094303,-0.170698,0.022459,-0.904062,-0.144830,0.015969,-0.711928,-0.106224
Peace,0.000000,0.000000,0.000000,-0.171716,-0.198864,-0.055550,-0.254299,-0.614063,-0.081465,-0.197182,-0.980127,-0.120945,-0.094089,-1.230747,-0.154752,-0.241490,-0.941144,-0.009547,-0.350949,-1.352972,-0.054105,-0.409093,-1.596444,-0.074184,-0.443933,-1.812654,-0.085883,-0.110217,-0.993397,-0.031853,-0.081362,-1.516990,-0.093662,-0.076606,-1.825260,-0.131349,-0.053478,-2.064529,-0.146128,0.005493,-0.939789,-0.064747,-0.021330,-1.227118,-0.164342,-0.086809,-0.933045,-0.163737,-0.102761,-0.698271,-0.127256,0.111285,-0.846707,-0.102536,0.077749,-1.116509,-0.166422,0.031473,-0.926211,-0.142018,0.020328,-0.727605,-0.104576
Peace,0.000000,0.000000,0.000000,-0.168100,-0.188010,-0.057825,-0.248084,-0.602504,-0.084357,-0.192567,-0.965324,-0.124347,-0.090033,-1.193948,-0.158622,-0.232463,-0.943908,-0.010178,-0.335825,-1.347064,-0.057728,-0.393292,-1.585407,-0.080140,-0.427064,-1.797611,-0.093589,-0.103911,-0.994045,-0.032803,-0.074752,-1.503112,-0.099384,-0.063307,-1.810169,-0.139255,-0.031731,-2.052992,-0.154637,0.010565,-0.935003,-0.066084,-0.011671,-1.234632,-0.171320,-0.075530,-0.933266,-0.168292,-0.091263,-0.696250,-0.128564,0.119050,-0.834165,-0.104382,0.086884,-1.108910,-0.173890,0.042564,-0.917783,-0.147768,0.032439,-0.719129,-0.107282
Peace,0.000000,0.000000,0.000000,-0.169510,-0.213926,-0.053125,-0.242115,-0.633434,-0.082971,-0.179120,-0.993107,-0.127595,-0.067009,-1.214547,-0.167203,-0.218739,-0.942285,-0.029762,-0.325634,-1.366085,-0.082973,-0.382273,-1.616895,-0.105574,-0.416519,-1.839531,-0.118130,-0.086083,-0.994754,-0.055264,-0.053035,-1.527258,-0.127708,-0.036138,-1.847856,-0.167492,0.000786,-2.099372,-0.181939,0.031214,-0.938008,-0.089187,-0.002875,-1.230386,-0.194286,-0.081566,-0.934042,-0.190448,-0.102516,-0.690613,-0.150017,0.140199,-0.841019,-0.127944,0.108543,-1.121783,-0.192635,0.045547,-0.956518,-0.166640,0.020435,-0.762543,-0.127252
Peace,0.000000,0.000000,0.000000,-0.160250,-0.216203,-0.049300,-0.225403,-0.629928,-0.074124,-0.141331,-0.983366,-0.113451,-0.020827,-1.196235,-0.148945,-0.201895,-0.947302,-0.017618,-0.292458,-1.365349,-0.067142,-0.339340,-1.611922,-0.089708,-0.368665,-1.829537,-0.102522,-0.069543,-0.996584,-0.044537,-0.015446,-1.533302,-0.112775,0.003313,-1.865424,-0.154012,0.033585,-2.130921,-0.168383,0.046790,-0.929618,-0.079859,0.026987,-1.213440,-0.183391,-0.052313,-0.924033,-0.183024,-0.076922,-0.698846,-0.143800,0.152096,-0.814900,-0.119327,0.129868,-1.078233,-0.184846,0.068513,-0.902279,-0.159093,0.046390,-0.717744,-0.118538
Peace,0.000000,0.000000,0.000000,-0.162705,-0.227888,-0.051746,-0.221687,-0.644094,-0.079109,-0.142366,-0.989676,-0.120717,-0.033353,-1.205289,-0.157333,-0.195982,-0.954587,-0.021145,-0.285977,-1.365842,-0.075378,-0.332842,-1.614057,-0.101409,-0.361093,-1.831326,-0.115535,-0.062166,-0.996991,-0.046318,-0.014544,-1.516957,-0.119299,0.003781,-1.844541,-0.161947,0.036483,-2.105664,-0.177165,0.053423,-0.930334,-0.080315,0.038186,-1.203385,-0.184298,-0.040921,-0.915287,-0.180070,-0.068021,-0.685562,-0.138193,0.158079,-0.820673,-0.119097,0.138061,-1.083737,-0.181075,0.075034,-0.914593,-0.151442,0.046897,-0.731110,-0.108432
Peace,0.000000,0.000000,0.000000,-0.157032,-0.234663,-0.059261,-0.213330,-0.641829,-0.089308,-0.118538,-0.974017,-0.130803,0.002604,-1.187076,-0.166026,-0.185141,-0.966676,-0.022851,-0.268976,-1.385661,-0.071182,-0.313279,-1.625701,-0.094072,-0.338867,-1.840309,-0.107811,-0.053504,-0.997681,-0.042082,0.001433,-1.498812,-0.104759,0.028710,-1.792153,-0.141071,0.069060,-2.026027,-0.155322,0.058897,-0.921187,-0.071455,0.052683,-1.199305,-0.167111,-0.037128,-0.930612,-0.167328,-0.073514,-0.710481,-0.133692,0.161633,-0.798247,-0.106528,0.160617,-1.061766,-0.166243,0.092399,-0.910310,-0.144070,0.058213,-0.734510,-0.109885
Peace,0.000000,0.000000,0.000000,-0.153991,-0.237937,-0.054863,-0.200948,-0.643012,-0.081359,-0.107127,-0.968019,-0.120126,0.006532,-1.177386,-0.152853,-0.172802,-0.968387,-0.016672,-0.250383,-1.378668,-0.065180,-0.290154,-1.619237,-0.088846,-0.313716,-1.832033,-0.102119,-0.040700,-0.998479,-0.037186,0.022768,-1.484772,-0.099484,0.052661,-1.772488,-0.135475,0.092270,-1.996135,-0.148532,0.070195,-0.922217,-0.067954,0.065452,-1.184111,-0.163073,-0.021492,-0.916481,-0.162607,-0.057739,-0.699433,-0.127603,0.171539,-0.800371,-0.104044,0.173641,-1.057693,-0.161979,0.103264,-0.906184,-0.138063,0.061030,-0.729575,-0.101932
Peace,0.000000,0.000000,0.000000,-0.152268,-0.241140,-0.063003,-0.193927,-0.651858,-0.091863,-0.093025,-0.980425,-0.131282,0.030943,-1.183821,-0.163622,-0.166585,-0.974646,-0.019714,-0.239894,-1.397249,-0.067031,-0.278650,-1.644729,-0.089543,-0.301253,-1.859652,-0.102327,-0.033290,-0.998778,-0.036519,0.036123,-1.501155,-0.095927,0.070167,-1.790879,-0.131564,0.113196,-2.013173,-0.145458,0.078320,-0.915930,-0.064380,0.078420,-1.198108,-0.158680,-0.013212,-0.942071,-0.162140,-0.053507,-0.729190,-0.130586,0.180961,-0.787579,-0.097950,0.185086,-1.058964,-0.155037,0.113250,-0.917452,-0.133053,0.069729,-0.744294,-0.099481
Peace,0.000000,0.000000,0.000000,-0.145731,-0.234220,-0.064461,-0.187362,-0.633218,-0.094258,-0.084349,-0.953494,-0.133081,0.032071,-1.163606,-0.165196,-0.167944,-0.981556,-0.021053,-0.243470,-1.395588,-0.069155,-0.280125,-1.638693,-0.093677,-0.300857,-1.847610,-0.107485,-0.034924,-0.998734,-0.036216,0.034661,-1.485924,-0.095766,0.069252,-1.763634,-0.131448,0.111005,-1.975759,-0.144454,0.077262,-0.911216,-0.062632,0.084209,-1.167903,-0.156975,-0.004509,-0.915327,-0.160010,-0.045304,-0.716280,-0.128376,0.180462,-0.779189,-0.094611,0.187624,-1.028664,-0.153896,0.119533,-0.869990,-0.131125,0.081900,-0.700597,-0.096108
Peace,0.000000,0.000000,0.000000,-0.146719,-0.226354,-0.056858,-0.189379,-0.623817,-0.083518,-0.089287,-0.938397,-0.119995,0.016325,-1.152599,-0.150573,-0.166136,-0.981658,-0.019400,-0.235243,-1.379473,-0.065734,-0.270320,-1.615770,-0.089948,-0.291196,-1.821396,-0.104360,-0.036742,-0.998595,-0.038184,0.026052,-1.467892,-0.096419,0.058720,-1.733113,-0.130442,0.099323,-1.937789,-0.142581,0.074201,-0.911878,-0.067203,0.079081,-1.163500,-0.158918,-0.004208,-0.904116,-0.158274,-0.042037,-0.701130,-0.125037,0.177655,-0.777783,-0.101283,0.179953,-1.024911,-0.159013,0.111397,-0.867917,-0.134149,0.070436,-0.699259,-0.097728
Peace,0.000000,0.000000,0.000000,-0.143273,-0.219867,-0.062097,-0.188454,-0.619816,-0.090155,-0.085966,-0.938020,-0.127188,0.026708,-1.151984,-0.158298,-0.165352,-0.979742,-0.022063,-0.236994,-1.375977,-0.069984,-0.273052,-1.613852,-0.094999,-0.294380,-1.820285,-0.110106,-0.033533,-0.998714,-0.038012,0.033935,-1.472052,-0.098595,0.067957,-1.735002,-0.134297,0.107817,-1.938722,-0.147606,0.077583,-0.912441,-0.064613,0.084403,-1.166287,-0.161203,0.000410,-0.908213,-0.163867,-0.038743,-0.707276,-0.131933,0.180710,-0.778856,-0.096222,0.185310,-1.024897,-0.158594,0.117091,-0.862792,-0.136367,0.075724,-0.690429,-0.101347
Peace,0.000000,0.000000,0.000000,-0.147711,-0.222693,-0.061065,-0.192706,-0.627446,-0.089330,-0.088084,-0.945186,-0.127129,0.026964,-1.159196,-0.159145,-0.168090,-0.979808,-0.023091,-0.241699,-1.383921,-0.071561,-0.276654,-1.622549,-0.096018,-0.297365,-1.828888,-0.110360,-0.036480,-0.998528,-0.040124,0.033261,-1.476211,-0.102852,0.067227,-1.741161,-0.138825,0.106476,-1.946278,-0.151230,0.074049,-0.911865,-0.067528,0.073034,-1.168204,-0.164452,-0.010971,-0.905044,-0.164114,-0.046359,-0.702268,-0.129313,0.176028,-0.777822,-0.100054,0.174272,-1.028586,-0.160758,0.105649,-0.866796,-0.135512,0.067381,-0.696471,-0.098068
Peace,0.000000,0.000000,0.000000,-0.147610,-0.222151,-0.058125,-0.192780,-0.620691,-0.086692,-0.093137,-0.935334,-0.125506,0.011059,-1.153823,-0.158361,-0.167443,-0.982872,-0.024023,-0.242683,-1.388059,-0.074491,-0.278000,-1.627107,-0.100217,-0.297057,-1.832200,-0.115326,-0.036735,-0.998356,-0.043988,0.030045,-1.482774,-0.109719,0.066091,-1.755107,-0.147383,0.109913,-1.965352,-0.160946,0.074414,-0.908610,-0.073976,0.078778,-1.165741,-0.172065,-0.008006,-0.904046,-0.170739,-0.047175,-0.702309,-0.135546,0.177622,-0.771238,-0.108999,0.180848,-1.021336,-0.170537,0.109498,-0.861235,-0.144883,0.066130,-0.691250,-0.107274
Peace,0.000000,0.000000,0.000000,-0.143782,-0.225145,-0.058329,-0.188608,-0.624389,-0.086960,-0.089334,-0.939733,-0.125864,0.016732,-1.156342,-0.158710,-0.166904,-0.981923,-0.021539,-0.237895,-1.385523,-0.072039,-0.271725,-1.623649,-0.098345,-0.291173,-1.829834,-0.114280,-0.038001,-0.998435,-0.041033,0.028385,-1.482194,-0.106697,0.064196,-1.752431,-0.144874,0.107406,-1.963515,-0.159171,0.072705,-0.909967,-0.070678,0.078166,-1.166883,-0.168713,-0.009512,-0.907693,-0.168139,-0.050341,-0.708072,-0.133858,0.175921,-0.772357,-0.105418,0.179131,-1.019910,-0.167264,0.108572,-0.857997,-0.142463,0.066697,-0.689375,-0.105766
Peace,0.000000,0.000000,0.000000,-0.142720,-0.218171,-0.059930,-0.190159,-0.619710,-0.087753,-0.087056,-0.937493,-0.124668,0.026427,-1.153385,-0.155229,-0.166551,-0.982363,-0.026267,-0.237077,-1.389549,-0.072731,-0.271588,-1.629738,-0.095183,-0.292273,-1.836204,-0.108753,-0.035918,-0.998395,-0.043790,0.030008,-1.479856,-0.104530,0.061452,-1.751442,-0.139620,0.099665,-1.963880,-0.152694,0.075038,-0.908175,-0.071260,0.072550,-1.157519,-0.163988,-0.015543,-0.908613,-0.165034,-0.055582,-0.715938,-0.133391,0.176630,-0.771662,-0.104041,0.180707,-1.021318,-0.161890,0.111047,-0.874034,-0.139351,0.070926,-0.713814,-0.105590
Peace,0.000000,0.000000,0.000000,-0.148027,-0.213695,-0.056686,-0.195487,-0.616453,-0.085769,-0.095512,-0.930330,-0.124851,0.012091,-1.139176,-0.158418,-0.169627,-0.983463,-0.029684,-0.240252,-1.384409,-0.081271,-0.273827,-1.623365,-0.107882,-0.292833,-1.828318,-0.124242,-0.040738,-0.997881,-0.050741,0.025485,-1.478870,-0.117353,0.062614,-1.752104,-0.156181,0.107012,-1.965074,-0.171304,0.069976,-0.908886,-0.081020,0.072348,-1.153576,-0.177335,-0.017781,-0.898096,-0.176853,-0.060965,-0.702296,-0.143921,0.171688,-0.771212,-0.116380,0.171775,-1.008426,-0.177411,0.100454,-0.847247,-0.153212,0.057203,-0.680216,-0.117535
Peace,0.000000,0.000000,0.000000,-0.147733,-0.217737,-0.057968,-0.188682,-0.619836,-0.085495,-0.090945,-0.931059,-0.122507,0.009895,-1.147862,-0.153908,-0.167430,-0.986207,-0.024684,-0.236049,-1.385842,-0.072395,-0.267940,-1.623542,-0.096163,-0.284836,-1.826296,-0.110521,-0.038560,-0.998256,-0.044693,0.027866,-1.483569,-0.108040,0.063348,-1.757975,-0.145102,0.106767,-1.967713,-0.158747,0.072271,-0.905014,-0.074528,0.078910,-1.169539,-0.171767,-0.006799,-0.915914,-0.173651,-0.045817,-0.718432,-0.141612,0.173666,-0.763907,-0.108995,0.173382,-1.006841,-0.173034,0.101819,-0.840811,-0.151086,0.060441,-0.668361,-0.116241
Peace,0.000000,0.000000,0.000000,-0.144687,-0.215698,-0.056145,-0.193020,-0.611639,-0.083205,-0.095526,-0.923491,-0.120056,0.009021,-1.140579,-0.150629,-0.170071,-0.980675,-0.023450,-0.240704,-1.380198,-0.070366,-0.273025,-1.614953,-0.093424,-0.289502,-1.816821,-0.107258,-0.039671,-0.998269,-0.043416,0.028239,-1.472988,-0.104659,0.062278,-1.744260,-0.140076,0.101895,-1.951122,-0.153628,0.069769,-0.910357,-0.073251,0.070696,-1.159270,-0.166970,-0.016291,-0.913659,-0.169234,-0.058523,-0.720057,-0.139054,0.169896,-0.773060,-0.107964,0.171805,-1.014892,-0.167955,0.100639,-0.860068,-0.146376,0.055950,-0.691212,-0.113309
Peace,0.000000,0.000000,0.000000,-0.146600,-0.217381,-0.059617,-0.194867,-0.616446,-0.087452,-0.095324,-0.930537,-0.123995,0.010750,-1.146670,-0.154156,-0.168473,-0.981177,-0.027298,-0.237123,-1.382895,-0.073724,-0.270723,-1.620862,-0.096178,-0.289243,-1.824980,-0.109878,-0.038611,-0.998214,-0.045575,0.028391,-1.480415,-0.103995,0.059443,-1.749913,-0.137442,0.097554,-1.956018,-0.150103,0.071402,-0.906826,-0.073987,0.069714,-1.162465,-0.165679,-0.018505,-0.915590,-0.166712,-0.059808,-0.724191,-0.136251,0.172385,-0.765104,-0.107615,0.175737,-1.015808,-0.166809,0.107557,-0.865218,-0.144985,0.067543,-0.702973,-0.112156
Peace,0.000000,0.000000,0.000000,-0.154947,-0.210974,-0.059787,-0.210502,-0.592548,-0.088409,-0.122236,-0.907006,-0.127060,-0.020667,-1.121044,-0.159035,-0.201272,-0.969663,-0.017606,-0.280081,-1.359264,-0.066526,-0.317410,-1.592704,-0.092044,-0.338116,-1.795035,-0.106102,-0.069199,-0.996893,-0.037624,-0.014788,-1.466137,-0.100858,0.012878,-1.750103,-0.139466,0.047963,-1.973250,-0.153461,0.045159,-0.917615,-0.068549,0.044432,-1.139347,-0.166985,-0.032696,-0.883358,-0.172891,-0.066393,-0.682590,-0.141520,0.147378,-0.791058,-0.104630,0.144509,-1.017478,-0.166183,0.080719,-0.862002,-0.144874,0.046215,-0.695944,-0.109877
Peace,0.000000,0.000000,0.000000,-0.154272,-0.208876,-0.054077,-0.210892,-0.602982,-0.080860,-0.125894,-0.933018,-0.118760,-0.026906,-1.157424,-0.151247,-0.196341,-0.963419,-0.022386,-0.281021,-1.359100,-0.069105,-0.323179,-1.594045,-0.092106,-0.349613,-1.799073,-0.105718,-0.067634,-0.996734,-0.044115,-0.017270,-1.480507,-0.105172,0.002230,-1.765747,-0.142586,0.032923,-1.988033,-0.157722,0.043383,-0.922519,-0.075074,0.029484,-1.174486,-0.167579,-0.050650,-0.915275,-0.170025,-0.079254,-0.708719,-0.139592,0.144869,-0.801292,-0.111009,0.134826,-1.046362,-0.168254,0.071303,-0.886032,-0.146022,0.042104,-0.711087,-0.112430
Peace,0.000000,0.000000,0.000000,-0.153215,-0.199019,-0.054868,-0.208315,-0.596066,-0.082639,-0.120496,-0.916875,-0.121306,-0.025448,-1.138443,-0.154505,-0.193899,-0.964828,-0.026234,-0.274879,-1.363140,-0.075749,-0.314193,-1.597828,-0.099801,-0.337735,-1.801274,-0.114310,-0.064724,-0.996665,-0.049687,-0.010773,-1.495155,-0.115954,0.011745,-1.786918,-0.155059,0.044030,-2.015858,-0.170160,0.046610,-0.917265,-0.082226,0.039230,-1.179328,-0.178517,-0.041522,-0.914297,-0.178080,-0.074899,-0.712325,-0.144903,0.148295,-0.786278,-0.119779,0.141858,-1.026809,-0.180484,0.077740,-0.859976,-0.156475,0.045567,-0.690087,-0.120828
Peace,0.000000,0.000000,0.000000,-0.155242,-0.196030,-0.057672,-0.215931,-0.573888,-0.084972,-0.132973,-0.891919,-0.121802,-0.038998,-1.111619,-0.152743,-0.211976,-0.962655,-0.021393,-0.299138,-1.343040,-0.067895,-0.340786,-1.571510,-0.092548,-0.367052,-1.771108,-0.107344,-0.081819,-0.995819,-0.040618,-0.034987,-1.462131,-0.101216,-0.015297,-1.739911,-0.138813,0.012556,-1.957896,-0.153786,0.030469,-0.919207,-0.069764,0.021995,-1.150442,-0.162897,-0.054915,-0.890642,-0.166182,-0.086772,-0.691017,-0.136037,0.131164,-0.793886,-0.104118,0.124542,-1.017740,-0.163426,0.061910,-0.851871,-0.142251,0.029690,-0.683196,-0.108764
Peace,0.000000,0.000000,0.000000,-0.150266,-0.208027,-0.055840,-0.206222,-0.594368,-0.083101,-0.117544,-0.911962,-0.121133,-0.016171,-1.131119,-0.153423,-0.194680,-0.966596,-0.021611,-0.277786,-1.359466,-0.066622,-0.319127,-1.591038,-0.089454,-0.344994,-1.795211,-0.103556,-0.065610,-0.996957,-0.042106,-0.009380,-1.474585,-0.100955,0.015166,-1.756468,-0.138081,0.048078,-1.978095,-0.153519,0.044621,-0.916502,-0.072279,0.035587,-1.159180,-0.162853,-0.046885,-0.899254,-0.167093,-0.081046,-0.698176,-0.138599,0.144409,-0.787410,-0.107667,0.142472,-1.024351,-0.164528,0.076371,-0.868083,-0.144698,0.040738,-0.701233,-0.113414
Peace,0.000000,0.000000,0.000000,-0.152097,-0.211444,-0.057738,-0.202747,-0.593887,-0.085176,-0.112593,-0.901421,-0.122992,-0.014208,-1.118820,-0.154854,-0.185795,-0.967858,-0.016832,-0.267199,-1.360474,-0.062722,-0.308702,-1.589841,-0.086362,-0.335102,-1.792338,-0.100376,-0.058243,-0.997649,-0.036110,-0.000489,-1.471997,-0.093835,0.027500,-1.743374,-0.129731,0.063206,-1.955104,-0.143783,0.051100,-0.919623,-0.066033,0.043538,-1.164428,-0.158130,-0.039103,-0.899166,-0.163516,-0.075231,-0.701883,-0.135452,0.152568,-0.794763,-0.101051,0.146141,-1.022560,-0.160514,0.079462,-0.855990,-0.141075,0.043894,-0.691711,-0.109604
Peace,0.000000,0.000000,0.000000,-0.154401,-0.215385,-0.058668,-0.207979,-0.600765,-0.088708,-0.117076,-0.915088,-0.128443,-0.017543,-1.134764,-0.161938,-0.188547,-0.971727,-0.026367,-0.269168,-1.365804,-0.073408,-0.310236,-1.597495,-0.097278,-0.334866,-1.802061,-0.111898,-0.059338,-0.997204,-0.045414,0.005696,-1.473885,-0.104699,0.037463,-1.748449,-0.141151,0.075881,-1.960098,-0.156098,0.049902,-0.911730,-0.074241,0.050076,-1.145739,-0.164972,-0.035661,-0.885297,-0.167119,-0.075998,-0.688251,-0.137609,0.150518,-0.777669,-0.108343,0.154235,-1.010484,-0.165828,0.088009,-0.854415,-0.143756,0.047733,-0.692009,-0.110630
Peace,0.000000,0.000000,0.000000,-0.152083,-0.215497,-0.051033,-0.205053,-0.601069,-0.078431,-0.114312,-0.906493,-0.117536,-0.015574,-1.117950,-0.151018,-0.181131,-0.976199,-0.020551,-0.261878,-1.363245,-0.066999,-0.302466,-1.592948,-0.090701,-0.325678,-1.792503,-0.105297,-0.053822,-0.997551,-0.044659,0.014610,-1.468584,-0.105334,0.050842,-1.741931,-0.142119,0.094804,-1.949082,-0.156416,0.054298,-0.908470,-0.077916,0.052927,-1.142080,-0.168620,-0.035293,-0.887643,-0.169091,-0.075150,-0.693208,-0.138386,0.152142,-0.768085,-0.116026,0.152815,-1.003506,-0.173195,0.083451,-0.845770,-0.149067,0.043139,-0.679357,-0.114328
Peace,0.000000,0.000000,0.000000,-0.155219,-0.211024,-0.057115,-0.209507,-0.598786,-0.085932,-0.120557,-0.911896,-0.123691,-0.015238,-1.125140,-0.155197,-0.187970,-0.970139,-0.031662,-0.269689,-1.370139,-0.076460,-0.308971,-1.598047,-0.097841,-0.332180,-1.800876,-0.111287,-0.059595,-0.996904,-0.051295,0.014286,-1.477244,-0.107194,0.051964,-1.749817,-0.140975,0.096118,-1.960279,-0.154718,0.048253,-0.910181,-0.079948,0.039891,-1.157276,-0.166713,-0.050528,-0.911030,-0.170009,-0.089916,-0.723407,-0.143294,0.147051,-0.772430,-0.113884,0.145378,-1.006286,-0.170596,0.077939,-0.856017,-0.151376,0.042706,-0.695359,-0.121367
Peace,0.000000,0.000000,0.000000,-0.148123,-0.207256,-0.055899,-0.204245,-0.592703,-0.084769,-0.110563,-0.902160,-0.122571,-0.004241,-1.118098,-0.154529,-0.186980,-0.974766,-0.028506,-0.273192,-1.359687,-0.073297,-0.315554,-1.585964,-0.096112,-0.340274,-1.784560,-0.110768,-0.055826,-0.997297,-0.047776,0.018104,-1.465722,-0.104393,0.060369,-1.729464,-0.138887,0.107841,-1.931350,-0.152813,0.054677,-0.906637,-0.076149,0.058689,-1.131405,-0.164446,-0.027336,-0.881765,-0.167004,-0.067947,-0.696268,-0.139321,0.154222,-0.765898,-0.109354,0.159144,-0.988455,-0.168642,0.091965,-0.831924,-0.148303,0.052817,-0.672248,-0.116656
Peace,0.000000,0.000000,0.000000,-0.150756,-0.208147,-0.053431,-0.208087,-0.600245,-0.081439,-0.113270,-0.911129,-0.119395,-0.006935,-1.124917,-0.152235,-0.190429,-0.972429,-0.027328,-0.280286,-1.356584,-0.072688,-0.325295,-1.582227,-0.095335,-0.351178,-1.780593,-0.110159,-0.059160,-0.997084,-0.048210,0.013186,-1.463349,-0.107460,0.054815,-1.731531,-0.143396,0.103239,-1.940028,-0.157895,0.051902,-0.908990,-0.077711,0.052244,-1.132714,-0.166308,-0.035967,-0.871527,-0.165026,-0.076170,-0.683690,-0.134467,0.153610,-0.771703,-0.112018,0.151028,-0.989522,-0.169185,0.085347,-0.821647,-0.144583,0.052077,-0.662525,-0.109838
Peace,0.000000,0.000000,0.000000,-0.145468,-0.205178,-0.054520,-0.201099,-0.586444,-0.081785,-0.108199,-0.898108,-0.118403,-0.004595,-1.115145,-0.149385,-0.190372,-0.971714,-0.023836,-0.278535,-1.349409,-0.066014,-0.320706,-1.573171,-0.087253,-0.345416,-1.769165,-0.100977,-0.060116,-0.997256,-0.043201,0.015749,-1.457461,-0.097971,0.055898,-1.720430,-0.132149,0.100322,-1.920225,-0.145781,0.049685,-0.908964,-0.071768,0.048978,-1.120269,-0.158285,-0.039101,-0.870739,-0.161806,-0.079607,-0.688560,-0.134925,0.147747,-0.772030,-0.105082,0.147572,-0.988493,-0.162100,0.081315,-0.829639,-0.141814,0.046557,-0.671858,-0.110479
Peace,0.000000,0.000000,0.000000,-0.144829,-0.203913,-0.056210,-0.194704,-0.578336,-0.084146,-0.103529,-0.880911,-0.121296,-0.004788,-1.098788,-0.152344,-0.186476,-0.973400,-0.020733,-0.273587,-1.347691,-0.062951,-0.315513,-1.569489,-0.084615,-0.340173,-1.765998,-0.098318,-0.056368,-0.997614,-0.039850,0.018093,-1.456463,-0.094329,0.059371,-1.717879,-0.128716,0.104534,-1.918338,-0.142200,0.052551,-0.907377,-0.068707,0.055177,-1.120331,-0.156575,-0.029521,-0.865987,-0.160708,-0.069200,-0.682672,-0.133458,0.149668,-0.769132,-0.102370,0.150913,-0.981345,-0.159931,0.084581,-0.820251,-0.139530,0.047443,-0.664054,-0.107771
Peace,0.000000,0.000000,0.000000,-0.147179,-0.203719,-0.057169,-0.197286,-0.585093,-0.084453,-0.105859,-0.891291,-0.120357,-0.004792,-1.105712,-0.149944,-0.184570,-0.974105,-0.022993,-0.273326,-1.355693,-0.064528,-0.316291,-1.578890,-0.085683,-0.342736,-1.775485,-0.099333,-0.055156,-0.997647,-0.040729,0.019062,-1.461221,-0.094690,0.061692,-1.725155,-0.128964,0.109193,-1.927785,-0.142901,0.053174,-0.905922,-0.068085,0.054606,-1.126422,-0.154463,-0.032242,-0.880063,-0.159250,-0.072162,-0.700920,-0.133330,0.149924,-0.768207,-0.100414,0.153774,-0.986180,-0.158722,0.088164,-0.834669,-0.140669,0.052588,-0.684492,-0.110964
