label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,f129,f130,f131,f132,f133,f134,f135,f136,f137,f138,f139,f140,f141,f142,f143,f144,f145,f146,f147,f148,f149,f150,f151,f152,f153,f154,f155,f156,f157,f158,f159,f160,f161,f162,f163,f164,f165,f166,f167,f168,f169,f170,f171,f172,f173,f174,f175,f176,f177,f178,f179,f180,f181,f182,f183,f184,f185,f186,f187,f188,f189,f190,f191,f192,f193
Thanks,0.000000,0.000000,0.000000,0.124189,-0.376771,0.055522,0.103832,-0.713562,0.079164,0.053886,-0.998482,0.092316,0.061923,-1.188678,0.099593,-0.096213,-1.057934,0.013607,-0.270889,-1.415477,-0.003775,-0.380927,-1.615325,-0.012056,-0.470160,-1.760836,-0.016108,-0.222379,-0.974558,-0.027996,-0.406318,-1.404062,-0.052056,-0.515312,-1.645432,-0.057776,-0.590870,-1.829427,-0.057057,-0.334019,-0.822804,-0.062805,-0.484834,-1.236608,-0.083703,-0.569702,-1.482962,-0.086396,-0.625868,-1.673804,-0.084669,-0.431079,-0.604206,-0.090776,-0.546461,-0.942925,-0.106100,-0.595979,-1.143291,-0.096502,-0.624384,-1.320327,-0.083488,0.000000,0.000000,0.000000,0.163843,-0.369828,0.041615,0.180084,-0.775856,0.047668,0.168796,-1.135266,0.052382,0.236872,-1.341033,0.049407,0.028566,-1.062652,-0.077696,-0.112676,-1.568323,-0.110771,-0.208766,-1.845387,-0.114415,-0.288237,-2.046846,-0.114684,-0.110555,-0.987069,-0.116072,-0.256203,-1.577266,-0.164394,-0.350641,-1.910073,-0.172511,-0.418851,-2.153381,-0.171438,-0.243559,-0.854933,-0.141215,-0.363530,-1.410363,-0.179471,-0.433892,-1.729320,-0.186885,-0.477574,-1.970996,-0.187528,-0.364105,-0.661885,-0.157266,-0.449195,-1.074761,-0.191754,-0.486129,-1.304187,-0.190848,-0.502908,-1.504744,-0.182570,0.000000,0.000000,0.000000,0.364097,-0.452013,-0.108435,0.690873,-1.185678,-0.215910,0.944484,-1.721642,-0.302341,1.220254,-1.982899,-0.401959,0.549194,-0.858622,-0.459196,0.707599,-1.523836,-0.670421,0.761311,-1.891694,-0.783069,0.792031,-2.133361,-0.853315,0.262171,-0.822465,-0.504794,0.363933,-1.410780,-0.718416,0.441260,-1.833813,-0.817632,0.513701,-2.085794,-0.902190,-0.061225,-0.773966,-0.545338,-0.022971,-1.278281,-0.755175,0.052744,-1.600159,-0.841376,0.152056,-1.797813,-0.903547,-0.397083,-0.733112,-0.583157,-0.412846,-1.197732,-0.767383,-0.359394,-1.462305,-0.851831,-0.260889,-1.630106,-0.916299,0.241207,0.439272,0.000001,0.944861,1.885422
Thanks,0.000000,0.000000,0.000000,0.136079,-0.351510,0.048873,0.150337,-0.666421,0.070792,0.116380,-0.918992,0.083679,0.056780,-1.054780,0.089559,-0.087934,-1.043031,0.002969,-0.238467,-1.411009,-0.023585,-0.330737,-1.629005,-0.041731,-0.405129,-1.803457,-0.053548,-0.204435,-0.977949,-0.042687,-0.355620,-1.441030,-0.078196,-0.448161,-1.722726,-0.100881,-0.513545,-1.942804,-0.114335,-0.311994,-0.841184,-0.082128,-0.435699,-1.292459,-0.116157,-0.501972,-1.574337,-0.138315,-0.540492,-1.801992,-0.150778,-0.408584,-0.636463,-0.114526,-0.521793,-0.989622,-0.147074,-0.556655,-1.201956,-0.151908,-0.565632,-1.390321,-0.149776,0.000000,0.000000,0.000000,0.156945,-0.332997,0.065620,0.179004,-0.713411,0.086352,0.176982,-1.052930,0.102621,0.252219,-1.227456,0.110754,0.038020,-1.049137,-0.047925,-0.065333,-1.556503,-0.069232,-0.129573,-1.837331,-0.064369,-0.178316,-2.047075,-0.059479,-0.090374,-0.991445,-0.094181,-0.192246,-1.578991,-0.138949,-0.251368,-1.910640,-0.143196,-0.287382,-2.164171,-0.138518,-0.214547,-0.872041,-0.125827,-0.290462,-1.427167,-0.164341,-0.329767,-1.752356,-0.171187,-0.345933,-2.008034,-0.170209,-0.331826,-0.684426,-0.146041,-0.398938,-1.097127,-0.180718,-0.421433,-1.334380,-0.181340,-0.426019,-1.544736,-0.174553,0.000000,0.000000,0.000000,0.302342,-0.391200,-0.142383,0.605064,-1.000113,-0.296173,0.838801,-1.475267,-0.397784,1.071727,-1.749562,-0.527652,0.494155,-0.656290,-0.718946,0.745922,-1.228910,-0.977582,0.934733,-1.624120,-1.116005,1.111816,-1.952295,-1.210826,0.267275,-0.598343,-0.755347,0.492169,-1.238424,-0.981360,0.656647,-1.691274,-1.080657,0.822055,-2.054139,-1.180796,-0.019418,-0.593227,-0.769811,0.105996,-1.102508,-0.986859,0.232911,-1.458841,-1.088062,0.358304,-1.740508,-1.174504,-0.358572,-0.644015,-0.775393,-0.401433,-1.034367,-0.988018,-0.338354,-1.263866,-1.098659,-0.239325,-1.437187,-1.189311,0.335620,0.196408,0.000003,1.009310,2.595514
Thanks,0.000000,0.000000,0.000000,0.120846,-0.390511,0.071351,0.097353,-0.681850,0.106803,0.038322,-0.909985,0.129272,0.019871,-1.048643,0.145234,-0.160828,-1.042407,0.033980,-0.350214,-1.386737,0.018536,-0.475428,-1.584473,0.010981,-0.572513,-1.734776,0.006929,-0.287474,-0.957666,-0.015297,-0.490101,-1.367661,-0.037665,-0.614865,-1.594744,-0.045476,-0.701159,-1.777184,-0.046610,-0.397077,-0.802612,-0.057209,-0.573594,-1.197343,-0.074498,-0.670276,-1.425048,-0.078352,-0.734315,-1.618264,-0.078044,-0.488356,-0.573676,-0.091451,-0.636042,-0.892305,-0.104989,-0.692473,-1.083416,-0.094585,-0.722965,-1.261723,-0.081207,0.000000,0.000000,0.000000,0.164004,-0.383046,0.065288,0.173231,-0.776991,0.089641,0.134119,-1.119639,0.110979,0.150550,-1.363161,0.124924,0.009607,-1.060861,-0.057388,-0.106662,-1.575004,-0.085076,-0.182228,-1.862705,-0.082288,-0.243969,-2.078837,-0.076453,-0.124614,-0.987169,-0.099841,-0.246694,-1.578989,-0.151530,-0.321515,-1.917454,-0.159220,-0.371313,-2.172369,-0.155779,-0.244760,-0.854017,-0.126587,-0.347616,-1.405735,-0.168380,-0.402483,-1.726741,-0.174778,-0.432657,-1.975944,-0.171569,-0.350813,-0.658192,-0.141373,-0.434566,-1.076460,-0.175812,-0.464830,-1.308109,-0.173865,-0.478313,-1.513381,-0.163096,0.000000,0.000000,0.000000,0.086600,-0.302381,-0.267112,0.319049,-0.530928,-0.487847,0.579264,-0.531738,-0.667844,0.840882,-0.327297,-0.861627,0.591731,-0.524624,-0.636984,0.933214,-0.497081,-0.958966,1.214740,-0.417406,-1.174070,1.450859,-0.340405,-1.308912,0.545991,-0.551850,-0.630361,0.929242,-0.534170,-0.962284,1.213003,-0.378159,-1.136856,1.453012,-0.238255,-1.244827,0.469013,-0.534680,-0.626961,0.805313,-0.672802,-0.902521,1.088282,-0.664930,-1.032750,1.334607,-0.640093,-1.109907,0.353507,-0.514103,-0.634151,0.550999,-0.661115,-0.812557,0.735732,-0.721852,-0.888304,0.899975,-0.750274,-0.944645,0.171718,0.355241,0.000005,1.811047,4.589950
Thanks,0.000000,0.000000,0.000000,0.112430,-0.370314,0.103907,0.086757,-0.631295,0.151679,0.015680,-0.854608,0.181402,-0.012856,-1.018893,0.201848,-0.137713,-1.029535,0.063439,-0.345165,-1.367544,0.061566,-0.479525,-1.542321,0.065865,-0.580427,-1.674073,0.070109,-0.258206,-0.966085,0.003106,-0.477728,-1.378399,-0.007520,-0.604359,-1.596798,-0.003771,-0.687923,-1.769929,0.003861,-0.367599,-0.817569,-0.047736,-0.555096,-1.211901,-0.055676,-0.654699,-1.450215,-0.050787,-0.721202,-1.659687,-0.044776,-0.464854,-0.586017,-0.087588,-0.618174,-0.926157,-0.090227,-0.681202,-1.124492,-0.070503,-0.720299,-1.313595,-0.051558,0.000000,0.000000,0.000000,0.192070,-0.347850,0.000644,0.247999,-0.764201,-0.023023,0.261912,-1.130541,-0.045712,0.359223,-1.322358,-0.077273,0.101262,-1.035748,-0.126644,0.028726,-1.588266,-0.188146,-0.029958,-1.914526,-0.214767,-0.080207,-2.166746,-0.231185,-0.051249,-0.985908,-0.159245,-0.115081,-1.610532,-0.227089,-0.158761,-2.004620,-0.255500,-0.188704,-2.302639,-0.271629,-0.190962,-0.878926,-0.182231,-0.247350,-1.455016,-0.238306,-0.267316,-1.818273,-0.264953,-0.270748,-2.092579,-0.280606,-0.318385,-0.718914,-0.200172,-0.362096,-1.146762,-0.251254,-0.371070,-1.403191,-0.266175,-0.366780,-1.618910,-0.270884,0.000000,0.000000,0.000000,0.354621,-0.377042,-0.116088,0.660735,-1.047255,-0.233230,0.886586,-1.584433,-0.325924,1.115343,-1.947932,-0.438504,0.505479,-0.820817,-0.498704,0.620752,-1.507165,-0.714082,0.700242,-1.956944,-0.831386,0.769944,-2.319493,-0.911260,0.222463,-0.805290,-0.549562,0.326360,-1.462658,-0.778272,0.417948,-1.972688,-0.897526,0.508446,-2.352717,-0.998262,-0.087771,-0.766800,-0.590079,-0.018549,-1.352952,-0.818676,0.073416,-1.779305,-0.924546,0.185858,-2.100079,-1.001727,-0.413577,-0.722822,-0.625838,-0.402682,-1.214866,-0.842527,-0.313942,-1.469515,-0.942329,-0.187089,-1.628623,-1.015234,0.155806,0.339253,0.000002,0.735011,1.968840
Thanks,0.000000,0.000000,0.000000,0.110801,-0.394217,0.067119,0.075406,-0.699216,0.101817,0.004827,-0.942998,0.124723,-0.007150,-1.116100,0.140176,-0.159582,-1.055523,0.031052,-0.358835,-1.374275,0.017608,-0.488533,-1.543328,0.010093,-0.589429,-1.659234,0.004924,-0.283337,-0.958873,-0.016795,-0.491643,-1.347656,-0.038510,-0.618312,-1.565375,-0.047245,-0.707990,-1.733890,-0.050317,-0.387813,-0.788955,-0.058325,-0.563537,-1.188093,-0.082684,-0.663697,-1.434271,-0.095432,-0.732728,-1.639950,-0.102276,-0.471138,-0.548845,-0.091136,-0.615260,-0.868268,-0.117959,-0.675097,-1.062344,-0.117692,-0.708748,-1.244045,-0.111795,0.000000,0.000000,0.000000,0.174578,-0.346773,0.018018,0.208583,-0.757015,0.015228,0.201394,-1.118513,0.011996,0.263057,-1.330780,0.002251,0.042437,-1.056211,-0.071980,-0.074259,-1.560693,-0.107374,-0.151368,-1.847009,-0.119045,-0.214327,-2.064332,-0.125968,-0.098357,-0.989714,-0.103888,-0.211324,-1.567933,-0.150594,-0.285660,-1.925525,-0.170908,-0.336291,-2.199367,-0.181391,-0.227289,-0.865265,-0.126517,-0.316133,-1.403085,-0.166508,-0.364413,-1.741342,-0.189016,-0.387506,-2.004878,-0.201947,-0.343500,-0.685140,-0.142969,-0.412143,-1.080943,-0.181859,-0.433920,-1.315299,-0.191397,-0.435772,-1.520780,-0.191891,0.000000,0.000000,0.000000,0.401788,-0.423171,-0.121458,0.777971,-1.167186,-0.241227,1.021351,-1.801920,-0.330987,1.266967,-2.231335,-0.440724,0.609953,-0.803575,-0.538254,0.779209,-1.582472,-0.759596,0.837404,-2.126226,-0.875100,0.853317,-2.557283,-0.949688,0.283611,-0.759450,-0.585492,0.442134,-1.477279,-0.807566,0.529353,-2.099389,-0.914794,0.583118,-2.580227,-1.013633,-0.075959,-0.738554,-0.621951,0.039734,-1.341055,-0.845830,0.143628,-1.839968,-0.944230,0.235525,-2.251043,-1.019425,-0.452797,-0.749115,-0.651768,-0.432477,-1.301079,-0.860478,-0.350291,-1.638784,-0.951992,-0.252419,-1.904457,-1.022567,0.076285,0.294052,0.000001,0.767684,2.527048
Thanks,0.000000,0.000000,0.000000,0.114600,-0.392278,0.090571,0.089768,-0.690496,0.134408,0.039178,-0.933646,0.161857,0.037220,-1.093341,0.180917,-0.125867,-1.044438,0.050927,-0.323219,-1.370634,0.041747,-0.457317,-1.543301,0.038784,-0.560532,-1.661182,0.038189,-0.245799,-0.969308,-0.004948,-0.453921,-1.368192,-0.022297,-0.585021,-1.578362,-0.026032,-0.678773,-1.734547,-0.024590,-0.355591,-0.821292,-0.052002,-0.533158,-1.216987,-0.066438,-0.633566,-1.427073,-0.065152,-0.703643,-1.598745,-0.061891,-0.451623,-0.599247,-0.089214,-0.594421,-0.937098,-0.104292,-0.649942,-1.129847,-0.092522,-0.680822,-1.309111,-0.078108,0.000000,0.000000,0.000000,0.182092,-0.331200,0.020675,0.206228,-0.734541,0.023031,0.191196,-1.102710,0.024164,0.231644,-1.312934,0.018815,0.023421,-1.066083,-0.064051,-0.108616,-1.542690,-0.097393,-0.199165,-1.808567,-0.108413,-0.275260,-2.003269,-0.115039,-0.107976,-0.989378,-0.097330,-0.244482,-1.539887,-0.147859,-0.338199,-1.873123,-0.168691,-0.406881,-2.118448,-0.177807,-0.233016,-0.849719,-0.121671,-0.341352,-1.377309,-0.166821,-0.408514,-1.697357,-0.186382,-0.451984,-1.940687,-0.194331,-0.349644,-0.649751,-0.139443,-0.430145,-1.051744,-0.180972,-0.460128,-1.283733,-0.188689,-0.470612,-1.486605,-0.186168,0.000000,0.000000,0.000000,0.427775,-0.645362,-0.160163,0.849286,-1.456356,-0.292514,1.174561,-2.053674,-0.393236,1.485932,-2.381999,-0.505787,0.720964,-0.835587,-0.555774,0.869308,-1.621422,-0.829179,0.833899,-2.090571,-0.988486,0.767824,-2.361678,-1.083916,0.353769,-0.719632,-0.597476,0.406513,-1.434085,-0.839601,0.426788,-1.976245,-0.957265,0.452143,-2.303638,-1.069098,-0.049597,-0.663038,-0.637469,-0.043369,-1.224458,-0.875723,-0.004321,-1.717504,-0.964559,0.076059,-2.078224,-1.040876,-0.478468,-0.676639,-0.679520,-0.585719,-1.226836,-0.899846,-0.535731,-1.504553,-0.981592,-0.415578,-1.638752,-1.046357,0.102940,0.499081,-0.000000,0.953895,1.871897
Thanks,0.000000,0.000000,0.000000,0.114086,-0.371718,0.068422,0.081091,-0.650511,0.094295,0.016812,-0.875410,0.104916,-0.012639,-1.035277,0.107584,-0.156743,-1.046618,0.036226,-0.359796,-1.340867,0.017407,-0.498775,-1.478863,0.001340,-0.612276,-1.570265,-0.008874,-0.285755,-0.958184,-0.015078,-0.502784,-1.328604,-0.029698,-0.630431,-1.515263,-0.037178,-0.725056,-1.652208,-0.041454,-0.396501,-0.790853,-0.060579,-0.592181,-1.147384,-0.071581,-0.699036,-1.343934,-0.073861,-0.778132,-1.498287,-0.075742,-0.484194,-0.550243,-0.099133,-0.634534,-0.857958,-0.101893,-0.697741,-1.037748,-0.083928,-0.737137,-1.198566,-0.068453,0.000000,0.000000,0.000000,0.162209,-0.334595,0.045905,0.175372,-0.701044,0.061443,0.162222,-1.028244,0.071977,0.198716,-1.218425,0.076874,0.000893,-1.056384,-0.029739,-0.129499,-1.492485,-0.051180,-0.218376,-1.737019,-0.055982,-0.292998,-1.918063,-0.058757,-0.125423,-0.989615,-0.070222,-0.260934,-1.508243,-0.112497,-0.349741,-1.818989,-0.128045,-0.411361,-2.050202,-0.132742,-0.246217,-0.854657,-0.100269,-0.355812,-1.346485,-0.137780,-0.422719,-1.644324,-0.153278,-0.463036,-1.874279,-0.158003,-0.355379,-0.653948,-0.121859,-0.439971,-1.031409,-0.154013,-0.474501,-1.248304,-0.156189,-0.489143,-1.443843,-0.150093,0.000000,0.000000,0.000000,0.371834,-0.594875,-0.109379,0.708265,-1.387203,-0.217283,0.950571,-1.995427,-0.302435,1.197733,-2.340077,-0.403750,0.598938,-0.919303,-0.455871,0.708516,-1.570583,-0.668580,0.739209,-2.019563,-0.792628,0.750066,-2.379170,-0.875670,0.290275,-0.810778,-0.508311,0.348436,-1.431961,-0.713762,0.392041,-1.904030,-0.810368,0.433112,-2.254119,-0.901493,-0.065309,-0.739009,-0.554941,-0.038127,-1.291648,-0.765441,0.007358,-1.693925,-0.836669,0.074129,-2.014636,-0.894459,-0.446306,-0.693656,-0.598633,-0.507815,-1.233567,-0.787923,-0.463097,-1.510079,-0.855251,-0.369168,-1.696074,-0.909091,0.146396,0.478106,0.000001,1.002220,2.004367
Thanks,0.000000,0.000000,0.000000,0.131870,-0.384872,0.070635,0.118680,-0.696251,0.103739,0.064457,-0.954193,0.122679,0.049805,-1.094916,0.133849,-0.144631,-1.059091,0.044356,-0.353381,-1.341441,0.036595,-0.486617,-1.475973,0.030913,-0.585544,-1.566262,0.027643,-0.279193,-0.960228,-0.003568,-0.499297,-1.310245,-0.014542,-0.621092,-1.492308,-0.014560,-0.705691,-1.632810,-0.011331,-0.393713,-0.788334,-0.045647,-0.581184,-1.146538,-0.057308,-0.682931,-1.357392,-0.056011,-0.758712,-1.532503,-0.052874,-0.485533,-0.550648,-0.080100,-0.635567,-0.864247,-0.086223,-0.701143,-1.049824,-0.069415,-0.742650,-1.217138,-0.052934,0.000000,0.000000,0.000000,0.153480,-0.356518,0.068331,0.166127,-0.745747,0.097056,0.148917,-1.089746,0.119434,0.213159,-1.288356,0.134005,0.020478,-1.051903,-0.017665,-0.102714,-1.530888,-0.031253,-0.184671,-1.794246,-0.026593,-0.250356,-1.986354,-0.022497,-0.108313,-0.992357,-0.059128,-0.233503,-1.541678,-0.087899,-0.312956,-1.853605,-0.090189,-0.368312,-2.089065,-0.086646,-0.227412,-0.876040,-0.087869,-0.327228,-1.395302,-0.112266,-0.381826,-1.700080,-0.119018,-0.413275,-1.936313,-0.120620,-0.337047,-0.698483,-0.106147,-0.408571,-1.087292,-0.132796,-0.435427,-1.309649,-0.133426,-0.444213,-1.504870,-0.127156,0.000000,0.000000,0.000000,0.402625,-0.595326,-0.132365,0.753772,-1.369755,-0.284104,0.854560,-2.093872,-0.402797,0.832683,-2.506648,-0.550552,0.678741,-0.776371,-0.628175,0.838663,-1.587876,-0.882386,0.913672,-2.200497,-1.024179,0.963340,-2.691769,-1.118977,0.336073,-0.635850,-0.694802,0.460221,-1.496566,-0.940773,0.526313,-2.247225,-1.060740,0.570095,-2.798880,-1.170328,-0.048325,-0.576516,-0.744460,0.032172,-1.315931,-0.994970,0.119845,-1.894565,-1.104343,0.209204,-2.325030,-1.183946,-0.448199,-0.593473,-0.785789,-0.420563,-1.215600,-1.013304,-0.327391,-1.556141,-1.102674,-0.213175,-1.786646,-1.171194,0.264493,0.782596,0.000002,1.284320,1.554709
Water,0.000000,0.000000,0.000000,0.008701,-0.542366,0.037710,-0.129999,-0.920987,0.037230,-0.316939,-0.951249,0.033323,-0.476418,-0.877552,0.017764,-0.140746,-1.074572,-0.057897,-0.196783,-1.630284,-0.084494,-0.229864,-1.931658,-0.093091,-0.262489,-2.180529,-0.094877,-0.287956,-0.952512,-0.099003,-0.415993,-1.512547,-0.126169,-0.493026,-1.852311,-0.138895,-0.559868,-2.110908,-0.143214,-0.412579,-0.756489,-0.130048,-0.615345,-1.180911,-0.167046,-0.721459,-1.473161,-0.205712,-0.811638,-1.693295,-0.229855,-0.494192,-0.531986,-0.150224,-0.551142,-0.908782,-0.163520,-0.474296,-0.932831,-0.137576,-0.400610,-0.880838,-0.116516,0.000000,0.000000,0.000000,0.003267,-0.498332,0.064905,-0.122765,-0.840681,0.080739,-0.289650,-0.890074,0.090143,-0.438682,-0.837837,0.091424,-0.161492,-1.059697,-0.018045,-0.270460,-1.564152,-0.032102,-0.330201,-1.836496,-0.026036,-0.383387,-2.056726,-0.016267,-0.304102,-0.950225,-0.067785,-0.462816,-1.490888,-0.113707,-0.547278,-1.794488,-0.116229,-0.623850,-2.039400,-0.098290,-0.428846,-0.767060,-0.104634,-0.610934,-1.200632,-0.153345,-0.703168,-1.482258,-0.165243,-0.791395,-1.715274,-0.156910,-0.511309,-0.527366,-0.128661,-0.585197,-0.874525,-0.129457,-0.522647,-0.826036,-0.070562,-0.455993,-0.720579,-0.017983,0.000000,0.000000,0.000000,0.007292,-0.508664,0.045662,-0.119425,-0.877996,0.046713,-0.301663,-0.940405,0.042689,-0.459349,-0.880956,0.028542,-0.141383,-1.077334,-0.043278,-0.239505,-1.620723,-0.066594,-0.296565,-1.905128,-0.071672,-0.351263,-2.138388,-0.070502,-0.278538,-0.956209,-0.089891,-0.426090,-1.536098,-0.126133,-0.511389,-1.867607,-0.135768,-0.588472,-2.131658,-0.130889,-0.402269,-0.766578,-0.125257,-0.591995,-1.238918,-0.166933,-0.682046,-1.537033,-0.188358,-0.760491,-1.778140,-0.193559,-0.486700,-0.529129,-0.149785,-0.574897,-0.905348,-0.156302,-0.520352,-0.887454,-0.109705,-0.457591,-0.804450,-0.069457,0.000306,-0.106410,-0.000001,2.035433,19.127928
Water,0.000000,0.000000,0.000000,-0.011158,-0.546420,0.025842,-0.176815,-0.964175,0.002627,-0.407091,-1.031023,-0.023231,-0.587716,-1.031952,-0.062145,-0.156302,-1.129287,-0.101130,-0.242368,-1.757580,-0.156526,-0.277969,-2.092524,-0.182563,-0.310320,-2.353035,-0.194286,-0.292911,-0.944119,-0.151137,-0.450351,-1.568422,-0.197733,-0.531581,-1.929659,-0.228970,-0.602576,-2.206387,-0.249605,-0.415718,-0.703173,-0.191532,-0.652837,-1.207604,-0.252793,-0.779030,-1.541016,-0.310828,-0.891026,-1.798689,-0.351183,-0.500597,-0.450956,-0.219231,-0.590284,-0.903726,-0.257145,-0.529886,-0.967975,-0.247512,-0.483614,-0.950684,-0.240819,0.000000,0.000000,0.000000,-0.006464,-0.534668,0.052370,-0.151762,-0.903322,0.055139,-0.340223,-0.927127,0.055125,-0.500112,-0.837425,0.045381,-0.159472,-1.080176,-0.046075,-0.292047,-1.607237,-0.070927,-0.355648,-1.892341,-0.071363,-0.409445,-2.120579,-0.064326,-0.301878,-0.948835,-0.092636,-0.479876,-1.535629,-0.143174,-0.566640,-1.860527,-0.149158,-0.640733,-2.112711,-0.133792,-0.428718,-0.749325,-0.126310,-0.647977,-1.193522,-0.177335,-0.750814,-1.483327,-0.194377,-0.842359,-1.713551,-0.190749,-0.512983,-0.502902,-0.147296,-0.609254,-0.869993,-0.151051,-0.538494,-0.827141,-0.093499,-0.462576,-0.719560,-0.042833,0.000000,0.000000,0.000000,0.012887,-0.533892,0.047651,-0.110732,-0.920805,0.045136,-0.293651,-1.011867,0.039273,-0.451884,-0.998354,0.023365,-0.122459,-1.098863,-0.070428,-0.246492,-1.683318,-0.103376,-0.309617,-1.985812,-0.105654,-0.365314,-2.232373,-0.099134,-0.250340,-0.960652,-0.120326,-0.412365,-1.589677,-0.174698,-0.496548,-1.931806,-0.183258,-0.571578,-2.201083,-0.173426,-0.376134,-0.768838,-0.157764,-0.589809,-1.288794,-0.221108,-0.694770,-1.590260,-0.244555,-0.785632,-1.828729,-0.244769,-0.464964,-0.537594,-0.181660,-0.575060,-1.002030,-0.201839,-0.518922,-0.969964,-0.153850,-0.457403,-0.851556,-0.109463,-0.085601,-0.271046,-0.000001,3.424280,12.047031
Water,0.000000,0.000000,0.000000,0.017578,-0.525645,0.011779,-0.129868,-0.904361,-0.003773,-0.350233,-0.994987,-0.015041,-0.539432,-0.986862,-0.033628,-0.150945,-1.103308,-0.098353,-0.204161,-1.679291,-0.143092,-0.231185,-2.011022,-0.160899,-0.252140,-2.269312,-0.167640,-0.299481,-0.945419,-0.128431,-0.494075,-1.493491,-0.179735,-0.601539,-1.810839,-0.207820,-0.691629,-2.050720,-0.223197,-0.419411,-0.736109,-0.148568,-0.681504,-1.151667,-0.212480,-0.826870,-1.406276,-0.259566,-0.945559,-1.589766,-0.286922,-0.495515,-0.519471,-0.157591,-0.570983,-0.933022,-0.189708,-0.493530,-0.974689,-0.173246,-0.417062,-0.937757,-0.158505,0.000000,0.000000,0.000000,0.022656,-0.521176,0.038985,-0.108205,-0.907773,0.033768,-0.295272,-0.998668,0.024364,-0.462341,-0.961814,0.003217,-0.151955,-1.105940,-0.063503,-0.268764,-1.667696,-0.093561,-0.324880,-1.974276,-0.103589,-0.376305,-2.217630,-0.105127,-0.288535,-0.951369,-0.107909,-0.472375,-1.521478,-0.148182,-0.569495,-1.853236,-0.168780,-0.654375,-2.109711,-0.174389,-0.407228,-0.745175,-0.139934,-0.639044,-1.204034,-0.186473,-0.757447,-1.499006,-0.219912,-0.855282,-1.727685,-0.235663,-0.484560,-0.508290,-0.160227,-0.590801,-0.907822,-0.173774,-0.535918,-0.933999,-0.137912,-0.470568,-0.884313,-0.106722,0.000000,0.000000,0.000000,0.009553,-0.532109,0.063324,-0.113785,-0.889861,0.069763,-0.279473,-0.956817,0.067633,-0.431662,-0.899100,0.055020,-0.150875,-1.084770,-0.039781,-0.273425,-1.618940,-0.066933,-0.339967,-1.910795,-0.071022,-0.395072,-2.152010,-0.067897,-0.287029,-0.953197,-0.095023,-0.453547,-1.518663,-0.142990,-0.543426,-1.847850,-0.155284,-0.620206,-2.113905,-0.149426,-0.407973,-0.754551,-0.136987,-0.631304,-1.205957,-0.189552,-0.738560,-1.479789,-0.211387,-0.829496,-1.703956,-0.212428,-0.481767,-0.506081,-0.165598,-0.588953,-0.923469,-0.172276,-0.530758,-0.927695,-0.122363,-0.463254,-0.858384,-0.078545,-0.093501,-0.112976,-0.000001,3.107227,21.187994
